time,open,high,low,close,tick_volume
2025.10.20 11:00,4254.846,4279.738,4250.858,4279.281,15743
2025.10.20 10:00,4260.652,4260.895,4245.621,4254.885,18269
2025.10.20 09:00,4258.706,4263.728,4250.321,4260.684,15019
2025.10.20 08:00,4255.137,4266.147,4252.29,4258.671,17779
2025.10.20 07:00,4236.361,4260.954,4234.778,4255.173,22718
2025.10.20 06:00,4240.003,4245.715,4221.41,4236.332,36107
2025.10.20 05:00,4266.263,4266.776,4239.732,4239.968,27899
2025.10.20 04:00,4264.681,4268.295,4260.349,4266.333,11513
2025.10.20 03:00,4255.821,4265.336,4248.719,4264.725,18438
2025.10.20 02:00,4262.444,4271.286,4253.355,4255.797,24495
2025.10.20 01:00,4249.439,4268.983,4229.569,4262.393,45389
2025.10.20 00:00,4237.822,4250.801,4218.935,4249.487,34634
2025.10.19 23:00,4255.758,4256.409,4233.246,4237.851,19152
2025.10.19 22:00,4264.629,4268.325,4245.406,4255.79,21803
2025.10.17 20:00,4225.895,4252.702,4220.102,4250.936,21062
2025.10.17 19:00,4235.687,4237.915,4212.62,4225.936,31377
2025.10.17 18:00,4221.236,4244.687,4218.116,4235.715,35088
2025.10.17 17:00,4205.033,4228.402,4186.194,4221.199,58673
2025.10.17 16:00,4237.54,4244.98,4200.883,4205.005,63060
2025.10.17 15:00,4248.861,4259.404,4230.958,4237.478,53832
2025.10.17 14:00,4273.883,4274.607,4216.823,4248.889,124928
2025.10.17 13:00,4314.485,4317.764,4258.315,4273.92,93286
2025.10.17 12:00,4287.106,4320.228,4283.516,4314.447,52955
2025.10.17 11:00,4327.628,4336.003,4286.613,4287.043,51369
2025.10.17 10:00,4340.196,4342.141,4319.538,4327.664,29124
2025.10.17 09:00,4347.753,4348.535,4332.263,4340.238,22749
2025.10.17 08:00,4342.341,4349.77,4321.101,4347.8,41355
2025.10.17 07:00,4360.067,4361.888,4308.845,4342.371,53565
2025.10.17 06:00,4365.591,4369.588,4346.738,4360.029,36552
2025.10.17 05:00,4376.234,4378.554,4342.105,4365.532,32645
2025.10.17 04:00,4366.703,4377.169,4355.093,4376.318,22262
2025.10.17 03:00,4342.504,4366.791,4338.707,4366.694,23039
2025.10.17 02:00,4314.022,4348.516,4312.218,4342.449,43530
2025.10.17 01:00,4358.303,4362.218,4278.793,4314.064,82056
2025.10.17 00:00,4365.763,4371.673,4353.488,4358.268,28245
2025.10.16 23:00,4346.837,4379.13,4341.797,4365.805,26912
2025.10.16 22:00,4345.115,4380.074,4332.662,4346.788,33884
2025.10.16 20:00,4307.373,4330.586,4307.373,4329.323,15582
2025.10.16 19:00,4291.09,4313.043,4287.719,4307.326,22352
2025.10.16 18:00,4293.796,4294.997,4273.39,4291.124,30583
2025.10.16 17:00,4282.579,4298.709,4280.097,4293.827,30498
2025.10.16 16:00,4273.438,4291.916,4261.335,4282.611,50350
2025.10.16 15:00,4263.261,4276.073,4260.812,4273.407,22766
2025.10.16 14:00,4246.339,4267.566,4245.4,4263.243,30226
2025.10.16 13:00,4235.95,4258.793,4234.779,4246.366,32894
2025.10.16 12:00,4240.703,4251.174,4227.691,4235.98,25197
2025.10.16 11:00,4242.802,4247.734,4239.564,4240.659,11884
2025.10.16 10:00,4239.639,4246.209,4234.291,4242.761,13187
2025.10.16 09:00,4232.903,4241.682,4222.062,4239.667,13208
